,Wound,Experiment,Folder Name,Path,Count
0,Wound_6,Expt_6,2022-12-06-20-42,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-42/2022-12-06-20-42-22.jpg,5
1,Wound_6,Expt_6,2022-12-06-20-56,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-56/2022-12-06-20-57-53.jpg,5
2,Wound_6,Expt_6,2022-12-06-23-13,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-23-13/2022-12-06-23-14-22.jpg,5
3,Wound_6,Expt_6,2022-12-06-21-49,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-49/2022-12-06-21-50-32.jpg,5
4,Wound_6,Expt_6,2022-12-06-22-51,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-51/2022-12-06-22-52-10.jpg,5
5,Wound_6,Expt_6,2022-12-06-20-27,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-27/2022-12-06-20-27-53.jpg,5
6,Wound_6,Expt_6,2022-12-06-22-59,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-59/2022-12-06-22-59-07.jpg,5
7,Wound_6,Expt_6,2022-12-06-19-42,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-19-42/2022-12-06-19-43-21.jpg,5
8,Wound_6,Expt_6,2022-12-06-21-04,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-04/2022-12-06-21-05-04.jpg,5
9,Wound_6,Expt_6,2022-12-06-22-44,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-44/2022-12-06-22-44-55.jpg,5
10,Wound_6,Expt_6,2022-12-06-23-36,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-23-36/._2022-12-06-23-36-16.jpg,10
11,Wound_6,Expt_6,2022-12-06-19-57,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-19-57/2022-12-06-19-58-19.jpg,5
12,Wound_6,Expt_6,2022-12-06-21-19,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-19/2022-12-06-21-19-16.jpg,5
13,Wound_6,Expt_6,2022-12-06-22-05,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-05/2022-12-06-22-05-54.jpg,10
14,Wound_6,Expt_6,2022-12-06-22-29,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-29/2022-12-06-22-29-58.jpg,5
15,Wound_6,Expt_6,2022-12-06-21-35,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-35/2022-12-06-21-35-33.jpg,5
16,Wound_6,Expt_6,2022-12-06-22-21,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-22-21/2022-12-06-22-22-35.jpg,5
17,Wound_6,Expt_6,2022-12-06-20-12,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-12/2022-12-06-20-12-49.jpg,5
18,Wound_6,Expt_6,2022-12-06-23-06,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-23-06/2022-12-06-23-06-31.jpg,5
19,Wound_6,Expt_6,2022-12-06-21-27,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-21-27/2022-12-06-21-28-22.jpg,5
20,Wound_6,Expt_6,2022-12-06-20-49,/20221201-20221216 Swine Expt-6/TA2 wound image_original name/Exp_6/Pi_2/Wound_6/2022-12-06-20-49/2022-12-06-20-49-36.jpg,5
